Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Passage Narration,144,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,He said he was hungry.,No error,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",B,Correct narration tense and pronoun changes needed.,2
Passage Narration,145,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",will,have,saw,did,C,Use correct tense and form in narration.,2
Passage Narration,146,"In passage narration, if the passage is in past tense, narration should be in?",Past tense,Any tense,Present tense,Future tense,A,Maintain tense consistency with passage.,3
Passage Narration,147,"In passage narration, direct speech is changed into?",Exclamatory form,Question form,Indirect speech,Same as direct,C,Direct speech changes to indirect in narration.,5
Passage Narration,148,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",does,saw,do,done,B,Use correct tense and form in narration.,5
Passage Narration,149,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,No error,Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",A,Correct narration tense and pronoun changes needed.,9
Passage Narration,150,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",would help,do,have,will,A,Use correct tense and form in narration.,4
Passage Narration,151,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",No error,Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,D,Correct narration tense and pronoun changes needed.,7
Passage Narration,152,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,Cannot say,No error,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",A,Correct narration tense and pronoun changes needed.,6
Passage Narration,153,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",had,does,do,done,A,Use correct tense and form in narration.,4
Passage Narration,154,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",had,has,do,did,A,Use correct tense and form in narration.,2
Passage Narration,155,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.",Cannot say,"Narrate: She said, 'I will come.' Narration: She said she will come.",She said she would come.,No error,C,Correct narration tense and pronoun changes needed.,6
Passage Narration,156,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",have,did,would help,does,C,Use correct tense and form in narration.,2
Passage Narration,157,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",She said she had finished.,No error,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",Cannot say,A,Correct narration tense and pronoun changes needed.,2
Passage Narration,158,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",will,had,do,did,B,Use correct tense and form in narration.,5
Passage Narration,159,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",will,had,done,did,B,Use correct tense and form in narration.,10
Passage Narration,160,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,They said they were going.,"Narrate: They said, 'We are going.' Narration: They said we were going.",No error,B,Correct narration tense and pronoun changes needed.,9
Passage Narration,161,"In narration, 'I am coming' becomes?",He said he is coming,He says he was coming,He said he was coming,He said I am coming,C,Present continuous changes to past continuous.,8
Passage Narration,162,"Fill in the blank: Narrate: She said, 'I _____ (write) a letter.'",do,was writing,does,have,B,Use correct tense and form in narration.,8
Passage Narration,163,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,No error,He said he was hungry.,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",C,Correct narration tense and pronoun changes needed.,10
Passage Narration,164,"In passage narration, if the passage is in past tense, narration should be in?",Past tense,Future tense,Present tense,Any tense,A,Maintain tense consistency with passage.,3
Passage Narration,165,What is the first step in passage narration?,Memorizing the passage,Reading the passage carefully,Writing the passage,Ignoring difficult words,B,Understanding the passage is essential before narration.,9
Passage Narration,166,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,No error,C,Correct narration tense and pronoun changes needed.,5
Passage Narration,167,What is the first step in passage narration?,Writing the passage,Memorizing the passage,Ignoring difficult words,Reading the passage carefully,D,Understanding the passage is essential before narration.,10
Passage Narration,168,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.","Narrate: He said, 'I can help.' Narration: He said he can help.",Cannot say,He said he could help.,No error,C,Correct narration tense and pronoun changes needed.,7
Passage Narration,169,"In narration, 'I am coming' becomes?",He said I am coming,He said he was coming,He said he is coming,He says he was coming,B,Present continuous changes to past continuous.,4
Passage Narration,170,"While narrating, pronouns should be changed to?",Remain the same,Match the subject,Change randomly,Match the narrator,B,Pronouns change to suit the narration perspective.,4
Passage Narration,171,"While narrating, pronouns should be changed to?",Match the subject,Change randomly,Remain the same,Match the narrator,A,Pronouns change to suit the narration perspective.,10
Passage Narration,172,"In passage narration, if the passage is in past tense, narration should be in?",Past tense,Present tense,Any tense,Future tense,A,Maintain tense consistency with passage.,1
Passage Narration,173,"In passage narration, if the passage is in past tense, narration should be in?",Past tense,Any tense,Future tense,Present tense,A,Maintain tense consistency with passage.,5
Passage Narration,174,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",would help,has,do,doing,A,Use correct tense and form in narration.,5
Passage Narration,175,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",did,had,do,will,B,Use correct tense and form in narration.,3
Passage Narration,176,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.","Narrate: He said, 'I can help.' Narration: He said he can help.",Cannot say,No error,He said he could help.,D,Correct narration tense and pronoun changes needed.,10
Passage Narration,177,"In passage narration, direct speech is changed into?",Indirect speech,Exclamatory form,Same as direct,Question form,A,Direct speech changes to indirect in narration.,1
Passage Narration,178,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",will,saw,done,has,B,Use correct tense and form in narration.,3
Passage Narration,179,"In narration, 'I am coming' becomes?",He said he was coming,He says he was coming,He said he is coming,He said I am coming,A,Present continuous changes to past continuous.,7
Passage Narration,180,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.",No error,"Narrate: He said, 'I can help.' Narration: He said he can help.",Cannot say,He said he could help.,D,Correct narration tense and pronoun changes needed.,3
Passage Narration,181,"Fill in the blank: Narrate: She said, 'I _____ (write) a letter.'",was writing,done,have,did,A,Use correct tense and form in narration.,2
Passage Narration,182,"While narrating, pronouns should be changed to?",Match the subject,Change randomly,Match the narrator,Remain the same,A,Pronouns change to suit the narration perspective.,6
Passage Narration,183,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",She said she had finished.,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",No error,Cannot say,A,Correct narration tense and pronoun changes needed.,9
Passage Narration,184,"In narration, 'I am coming' becomes?",He says he was coming,He said I am coming,He said he was coming,He said he is coming,C,Present continuous changes to past continuous.,2
Passage Narration,185,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",doing,would help,has,did,B,Use correct tense and form in narration.,6
Passage Narration,186,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",had,will,have,does,A,Use correct tense and form in narration.,1
Passage Narration,187,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",doing,went,does,done,B,Use correct tense and form in narration.,4
Passage Narration,188,"Fill in the blank: Narrate: She said, 'I _____ (write) a letter.'",will,was writing,have,did,B,Use correct tense and form in narration.,8
Passage Narration,189,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",do,will,saw,did,C,Use correct tense and form in narration.,6
Passage Narration,190,"While narrating, pronouns should be changed to?",Remain the same,Change randomly,Match the subject,Match the narrator,C,Pronouns change to suit the narration perspective.,4
Passage Narration,191,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,No error,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,D,Correct narration tense and pronoun changes needed.,3
Passage Narration,192,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",have,did,will,saw,D,Use correct tense and form in narration.,4
Passage Narration,193,What is the first step in passage narration?,Reading the passage carefully,Writing the passage,Memorizing the passage,Ignoring difficult words,A,Understanding the passage is essential before narration.,9
Passage Narration,194,"In narration, 'I am coming' becomes?",He said I am coming,He says he was coming,He said he is coming,He said he was coming,D,Present continuous changes to past continuous.,8
Passage Narration,195,"In narration, 'I am coming' becomes?",He says he was coming,He said I am coming,He said he was coming,He said he is coming,C,Present continuous changes to past continuous.,5
Passage Narration,196,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",No error,He said he was hungry.,D,Correct narration tense and pronoun changes needed.,9
Passage Narration,197,"In passage narration, direct speech is changed into?",Same as direct,Question form,Exclamatory form,Indirect speech,D,Direct speech changes to indirect in narration.,3
Passage Narration,198,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.",Cannot say,She said she would come.,"Narrate: She said, 'I will come.' Narration: She said she will come.",No error,B,Correct narration tense and pronoun changes needed.,3
Passage Narration,199,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.","Narrate: She said, 'I will come.' Narration: She said she will come.",Cannot say,She said she would come.,No error,C,Correct narration tense and pronoun changes needed.,7
Passage Narration,200,"In passage narration, direct speech is changed into?",Question form,Indirect speech,Exclamatory form,Same as direct,B,Direct speech changes to indirect in narration.,9
Passage Narration,201,"In passage narration, direct speech is changed into?",Question form,Same as direct,Exclamatory form,Indirect speech,D,Direct speech changes to indirect in narration.,9
Passage Narration,202,"In passage narration, if the passage is in past tense, narration should be in?",Present tense,Any tense,Future tense,Past tense,D,Maintain tense consistency with passage.,7
Passage Narration,203,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",They said they were going.,No error,"Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,A,Correct narration tense and pronoun changes needed.,3
Passage Narration,204,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.",No error,"Narrate: She said, 'I will come.' Narration: She said she will come.",She said she would come.,Cannot say,C,Correct narration tense and pronoun changes needed.,5
Passage Narration,205,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.","Narrate: He said, 'I can help.' Narration: He said he can help.",No error,He said he could help.,Cannot say,C,Correct narration tense and pronoun changes needed.,7
Passage Narration,206,What is the first step in passage narration?,Ignoring difficult words,Memorizing the passage,Writing the passage,Reading the passage carefully,D,Understanding the passage is essential before narration.,8
Passage Narration,207,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,No error,"Narrate: They said, 'We are going.' Narration: They said we were going.",They said they were going.,D,Correct narration tense and pronoun changes needed.,8
Passage Narration,208,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",have,do,went,will,C,Use correct tense and form in narration.,3
Passage Narration,209,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.",No error,Cannot say,She said she would come.,"Narrate: She said, 'I will come.' Narration: She said she will come.",C,Correct narration tense and pronoun changes needed.,1
Passage Narration,210,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.","Narrate: He said, 'I can help.' Narration: He said he can help.",Cannot say,He said he could help.,No error,C,Correct narration tense and pronoun changes needed.,7
Passage Narration,211,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",do,would help,will,doing,B,Use correct tense and form in narration.,3
Passage Narration,212,"In passage narration, if the passage is in past tense, narration should be in?",Present tense,Future tense,Past tense,Any tense,C,Maintain tense consistency with passage.,9
Passage Narration,213,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.","Narrate: She said, 'I will come.' Narration: She said she will come.",She said she would come.,Cannot say,No error,B,Correct narration tense and pronoun changes needed.,10
Passage Narration,214,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",She said she had finished.,Cannot say,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",No error,A,Correct narration tense and pronoun changes needed.,1
Passage Narration,215,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",went,do,has,done,A,Use correct tense and form in narration.,1
Passage Narration,216,"In passage narration, direct speech is changed into?",Question form,Exclamatory form,Indirect speech,Same as direct,C,Direct speech changes to indirect in narration.,10
Passage Narration,217,What is the first step in passage narration?,Writing the passage,Reading the passage carefully,Memorizing the passage,Ignoring difficult words,B,Understanding the passage is essential before narration.,3
Passage Narration,218,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",did,doing,have,saw,D,Use correct tense and form in narration.,2
Passage Narration,219,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,No error,C,Correct narration tense and pronoun changes needed.,1
Passage Narration,220,What is the first step in passage narration?,Reading the passage carefully,Memorizing the passage,Writing the passage,Ignoring difficult words,A,Understanding the passage is essential before narration.,5
Passage Narration,221,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",Cannot say,No error,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",She said she had finished.,D,Correct narration tense and pronoun changes needed.,1
Passage Narration,222,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,They said they were going.,"Narrate: They said, 'We are going.' Narration: They said we were going.",No error,B,Correct narration tense and pronoun changes needed.,10
Passage Narration,223,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",does,did,went,have,C,Use correct tense and form in narration.,6
Passage Narration,224,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",will,did,does,went,D,Use correct tense and form in narration.,7
Passage Narration,225,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",would help,done,do,did,A,Use correct tense and form in narration.,7
Passage Narration,226,"Fill in the blank: Narrate: He said, 'I _____ (help) you tomorrow.'",doing,will,would help,does,C,Use correct tense and form in narration.,9
Passage Narration,227,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",have,done,had,did,C,Use correct tense and form in narration.,9
Passage Narration,228,"In passage narration, if the passage is in past tense, narration should be in?",Future tense,Any tense,Present tense,Past tense,D,Maintain tense consistency with passage.,5
Passage Narration,229,"While narrating, pronouns should be changed to?",Change randomly,Match the narrator,Remain the same,Match the subject,D,Pronouns change to suit the narration perspective.,2
Passage Narration,230,"Fill in the blank: Narrate: She said, 'I _____ (write) a letter.'",was writing,has,done,does,A,Use correct tense and form in narration.,5
Passage Narration,231,"While narrating, pronouns should be changed to?",Remain the same,Match the subject,Match the narrator,Change randomly,B,Pronouns change to suit the narration perspective.,8
Passage Narration,232,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.",Cannot say,"Narrate: She said, 'I will come.' Narration: She said she will come.",She said she would come.,No error,C,Correct narration tense and pronoun changes needed.,4
Passage Narration,233,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",have,has,done,went,D,Use correct tense and form in narration.,6
Passage Narration,234,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",No error,He said he was hungry.,Cannot say,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",B,Correct narration tense and pronoun changes needed.,4
Passage Narration,235,"Fill in the blank: Narrate: She said, 'I _____ (write) a letter.'",has,was writing,does,doing,B,Use correct tense and form in narration.,10
Passage Narration,236,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",do,had,doing,did,B,Use correct tense and form in narration.,6
Passage Narration,237,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.",No error,"Narrate: He said, 'I can help.' Narration: He said he can help.",Cannot say,He said he could help.,D,Correct narration tense and pronoun changes needed.,4
Passage Narration,238,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",saw,has,done,do,A,Use correct tense and form in narration.,4
Passage Narration,239,"Fill in the blank: Narrate: They said, 'We _____ (go) to market.'",done,went,have,will,B,Use correct tense and form in narration.,1
Passage Narration,240,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.","Narrate: They said, 'We are going.' Narration: They said we were going.",No error,Cannot say,They said they were going.,D,Correct narration tense and pronoun changes needed.,7
Passage Narration,241,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,"Narrate: They said, 'We are going.' Narration: They said we were going.",They said they were going.,No error,C,Correct narration tense and pronoun changes needed.,2
Passage Narration,242,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",do,does,has,saw,D,Use correct tense and form in narration.,6
Passage Narration,243,"In passage narration, direct speech is changed into?",Exclamatory form,Indirect speech,Same as direct,Question form,B,Direct speech changes to indirect in narration.,3
Passage Narration,244,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.","Narrate: He said, 'I can help.' Narration: He said he can help.",He said he could help.,Cannot say,No error,B,Correct narration tense and pronoun changes needed.,2
Passage Narration,245,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",No error,Cannot say,A,Correct narration tense and pronoun changes needed.,10
Passage Narration,246,"While narrating, pronouns should be changed to?",Match the subject,Remain the same,Match the narrator,Change randomly,A,Pronouns change to suit the narration perspective.,1
Passage Narration,247,"Find the error and choose the correct sentence:
Narrate: She said, 'I will come.' Narration: She said she will come.","Narrate: She said, 'I will come.' Narration: She said she will come.",She said she would come.,No error,Cannot say,B,Correct narration tense and pronoun changes needed.,9
Passage Narration,248,What is the first step in passage narration?,Memorizing the passage,Writing the passage,Ignoring difficult words,Reading the passage carefully,D,Understanding the passage is essential before narration.,8
Passage Narration,249,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",She said she had finished.,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",Cannot say,No error,A,Correct narration tense and pronoun changes needed.,8
Passage Narration,250,"Find the error and choose the correct sentence:
Narrate: He said, 'I can help.' Narration: He said he can help.",No error,He said he could help.,Cannot say,"Narrate: He said, 'I can help.' Narration: He said he can help.",B,Correct narration tense and pronoun changes needed.,8
