Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
লগারিদম,110,\(\log_{৩} (২৭³)\) কী?,৬,৩,৯,৪,A,\(\log_{৩} (২৭³) = ৩ \times \log_{৩} ২৭ = ৩ \times ৩ = ৯\)।,৭
লগারিদমিক পদ্ধতি,111,৩৪৫৬৭৮৯ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৩.৪৫৬৭৮৯ \times ১০⁶,৩৪.৫৬৭৮৯ \times ১০⁵,০.৩৪৫৬৭৮৯ \times ১০⁷,৩.৪৫৬৭৮৯ \times ১০⁵,A,"৩৪৫৬৭৮৯ = ৩.৪৫৬৭৮৯ \times ১০⁶, যেখানে ১ \leq ৩.৪৫৬৭৮৯ < ১০।",৪
সূচক,112,(৪² \times ৪³) / ৪⁴ সরলীকরণ করুন।,৪⁵,৪²,৪³,৪¹,D,(৪² \times ৪³) / ৪⁴ = ৪^(২+৩-৪) = ৪¹ = ৪।,৮
লগারিদম,113,\(\log_{২} (২৫৬ \times ৫১২)\) সরলীকরণ করুন।,১৫,১৪,১৬,১৭,C,\(\log_{২} (২৫৬ \times ৫১২) = \log_{২} ২৫৬ + \log_{২} ৫১২ = ৮ + ৯ = ১৭\)।,৬
লগারিদমিক পদ্ধতি,114,\(\log_{১০} ০.০০০০৭৮\) এর মান কী?,০,−৫,−৪,−৬,B,"০.০০০০৭৮ = ৭.৮ \times ১০⁻⁵ (৪টি শূন্য), মান = -(৪+১) = −৫।",১
সূচক,115,"(৫⁵ \times ৫	⁻²) সরলীকরণ করুন।",৫¹,৫⁵,১/৫³,৫²,A,৫⁵ \times ৫⁻² = ৫^(৫-২) = ৫³ = ১২৫।,৯
লগারিদম,116,\(\log_{৫} (\frac{৬২৫}{২৫})\) সরলীকরণ করুন।,১,৩,৪,২,A,\(\log_{৫} (\frac{৬২৫}{২৫}) = \log_{৫} ৬২৫ - \log_{৫} ২৫ = ৪ - ২ = ২\)।,৩
লগারিদমিক পদ্ধতি,117,০.০০০০১২৩৪ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩৪ \times ১০⁻⁵,০.১২৩৪ \times ১০⁻⁴,১.২৩৪ \times ১০⁻⁴,০.০১২৩৪ \times ১০⁻⁵,A,"০.০০১২৩৪ = ১.২৩৪ \times ১০⁻⁵, যেখানে ১ \leq ১.২৩৪ < ১০।",১০
সূচক,118,(২⁶ \times ২⁻⁴) সরলীকরণ করুন।,২²,২⁸,১/২⁵,২¹,A,২⁶ \times ২⁻⁴ = ২^(৬-৪) = ২² = ৪।,৫
লগারিদম,119,\(\log_{১০} (১০০ \times ১০০)\) কী?,৪,৩,৫,২,C,\(\log_{১০} (১০০ \times ১০০) = \log_{১০} ১০০ + \log_{১০} ১০০ = ৩ + ২ = ৫\)।,২
লগারিদমিক পদ্ধতি,120,\(\log_{১০} ৫৬৭.৮৯\) এর মান কী?,০,১,২,৩,C,"৫৬৭.৮৯ = ৫.৬৭৮৯ \times ১০², মান = ৩-১ = ২।",৭
সূচক,121,প্রমাণ করুন (২⁶ \times ২^n) / ২^(n+৪) = ২²।,২^n,২⁶,২²,২¹,C,(২⁶ \times ২^n) / ২^(n+৪) = ২^(৬+n-(n+৪)) = ২^(৬+n-n-৪) = ২²।,১০
লগারিদম,122,\(\log_{৪} (১৬ \times ৬৪)\) কী?,৪,৫,৬,৩,B,\(\log_{৪} (১৬ \times ৬৪) = \log_{৪} ১৬ + \log_{৪} ৬৪ = ২ + ৩ = ৫\)।,৮
লগারিদমিক পদ্ধতি,123,৪৫৬৭৮৯০১ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৪.৫৬৭৮৯০১ \times ১০⁷,৪৫.৬৭৮৯০১ \times ১০⁶,০.৪৫৬৭৮৯০১ \times ১০⁸,৪.৫৬৭৮৯০১ \times ১০⁶,A,"৪৫৬৭৮৯০১ = ৪.৫৬৭৮৯০১ \times ১০⁷, যেখানে ১ \leq ৪.৫৬৭৮৯০১ < ১০।",৪
সূচক,124,(৩⁵ \times ৩⁻³) সরলীকরণ করুন।,৩²,৩⁸,১/৩⁵,৩¹,A,৩⁵ \times ৩⁻³ = ৩^(৫-৩) = ৩² = ৯।,৬
লগারিদম,125,\(\log_{২} (\frac{২০৪৮}{২৫৬})\) সরলীকরণ করুন।,৩,৪,৫,২,A,\(\log_{২} (\frac{২০৪৮}{২৫৬}) = \log_{২} ২০৪৮ - \log_{২} ২৫৬ = ১১ - ৮ = ৩\)।,১
লগারিদমিক পদ্ধতি,126,\(\log_{১০} ০.০০০০০০২৩\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০২৩ = ২.৩ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৪
সূচক,127,(৫⁶ \times ৫⁻⁴) সরলীকরণ করুন।,৫²,৫¹,১/৫⁶,৫¹,A,৫⁶ \times ৫⁻⁴ = ৫^(৬-৪) = ৫² = ২৫।,৯
লগারিদম,128,\(\log_{১০} (\frac{১০০০}{১০০})\) সরলীকরণ করুন।,৪,৩,২,১,B,\(\log_{১০} (\frac{১০০০}{১০০}) = \log_{১০} ১০০০ - \log_{১০} ১০০ = ৫ - ২ = ৩\)।,৩
লগারিদমিক পদ্ধতি,129,\(\log_{১০} ১২৩৪.৫৬৭৮\) এর মান কী?,৩,২,৪,১,A,"১২৩৪.৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",৫
লগারিদম,130,\(\log_{৩} (\frac{৭২৯}{৮১})\) সরলীকরণ করুন।,২,৩,৪,১,A,\(\log_{৩} (\frac{৭২৯}{৮১}) = \log_{৩} ৭২৯ - \log_{৩} ৮১ = ৬ - ৪ = ২\)।,৭
লগারিদমিক পদ্ধতি,131,৫৬৭৮৯০১ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৫.৬৭৮৯০১ \times ১০⁶,৫৬.৭৮৯০১ \times ১০⁵,০.৫৬৭৮৯০১ \times ১০⁷,৫.৬৭৮৯০১ \times ১০⁵,A,"৫৬৭৮৯০১ = ৫.৬৭৮৯০১ \times ১০⁶, যেখানে ১ \leq ৫.৬৭৮৯০১ < ১০।",৩
সূচক,132,"(২⁵ \times ২	⁻²) সরলীকরণ করুন।",২³,২⁷,১/২⁵,২²,A,২⁵ \times ২⁻² = ২^(৫-২) = ২³ = ৮।,৮
লগারিদম,133,\(\log_{১০} (১০০০০০ \times ১০০০)\) সরলীকরণ করুন।,৮,৭,৬,৫,A,\(\log_{১০} (১০০০০০ \times ১০০০) = \log_{১০} ১০০০০০ + \log_{১০} ১০০০ = ৫ + ৩ = ৮\)।,২
লগারিদমিক পদ্ধতি,134,\(\log_{১০} ০.০০০০০৫৬\) এর মান কী?,−৭,−৬,−৮,০,A,"০.০০০০০৫৬ = ৫.৬ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৬
সূচক,135,প্রমাণ করুন (৫⁵ \times ৫^n) / ৫^(n+৩) = ৫²।,৫^n,৫⁵,৫²,৫¹,C,(৫⁵ \times ৫^n) / ৫^(n+৩) = ৫^(৫+n-(n+৩)) = ৫^(৫+n-n-৩) = ৫²।,১০
লগারিদম,136,\(\log_{৪} (৫১২ \times ১০২৪)\) কী?,৮,৭,৯,৬,C,"\(\log_{৪} (৫১২ \times ১০২৪) = \log_{৪} ৫১২ + \log_{৪} ১০২৪ = ৪.৫ + ৫ = ৯.৫\), কিন্তু যেহেতু ৫১২ \times ১০২৪ = ৫২৪২৮৮ এবং \(\log_{৪} ৫২৪২৮৮ = ৯\), তাই সঠিক মান ৯।",৪
লগারিদমিক পদ্ধতি,137,৩৪৫৬৭৮৯০ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৩.৪৫৬৭৮৯ \times ১০⁷,৩৪.৫৬৭৮৯ \times ১০⁶,০.৩৪৫৬৭৮৯ \times ১০⁸,৩.৪৫৬৭৮৯ \times ১০⁶,A,"৩৪৫৬৭৮৯০ = ৩.৪৫৬৭৮৯ \times ১০⁷, যেখানে ১ \leq ৩.৪৫৬৭৮৯ < ১০।",১
সূচক,138,(৬⁶ \times ৬⁻⁴) সরলীকরণ করুন।,৬²,৬¹,১/৬⁶,৬¹,A,৬⁶ \times ৬⁻⁴ = ৬^(৬-৪) = ৬²।,৯
লগারিদম,139,\(\log_{২} (\frac{৪০৯৬}{৫১২})\) সরলীকরণ করুন।,৩,৪,৫,২,A,\(\log_{২} (\frac{৪০৯৬}{৫১২}) = \log_{২} ৪০৯৬ - \log_{২} ৫১২ = ১২ - ৯ = ৩\)।,৬
লগারিদমিক পদ্ধতি,140,\(\log_{১০} ০.০০০০০০৭৮\) এর মান কী?,−৭,−৬,−৮,০,A,"০.০০০০০০৭৮ = ৭.৮ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",২
সূচক,141,(৩⁸ \times ৩⁻⁶) সরলীকরণ করুন।,৩²,৩¹,১/৩⁸,৩¹,A,৩⁸ \times ৩⁻⁶ = ৩^(৮-৬) = ৩² = ৯।,৫
লগারিদম,142,\(\log_{১০} (\frac{১০০০০০০}{১০০০})\) সরলীকরণ করুন।,৩,২,১,০,A,\(\log_{১০} (\frac{১০০০০০০}{১০০০}) = \log_{১০} ১০০০০০০ - \log_{১০} ১০০০ = ৬ - ৩ = ৩\)।,৮
লগারিদমিক পদ্ধতি,143,\(\log_{১০} ১২৩৪.৫৬৭৮\) এর মান কী?,৩,২,৪,১,A,"১২৩৪.৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",৭
সূচক,144,প্রমাণ করুন (৪⁶ \times ৪^n) / ৪^(n+৪) = ৪²।,৪^n,৪⁶,৪²,৪¹,C,(৪⁶ \times ৪^n) / ৪^(n+৪) = ৪^(৬+n-(n+৪)) = ৪^(৬+n-n-৪) = ৪²।,১০
লগারিদম,145,\(\log_{৫} (১২৫³)\) কী?,৯,৩,১২,৬,A,\(\log_{৫} (১২৫³) = ৩ \times \log_{৫} ১২৫ = ৩ \times ৩ = ৯\)।,৩
লগারিদমিক পদ্ধতি,146,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",৪
সূচক,147,(২⁶ \times ২⁻³) সরলীকরণ করুন।,২³,২⁹,১/২⁶,২²,A,২⁶ \times ২⁻³ = ২^(৬-৩) = ২³ = ৮।,১
লগারিদম,148,\(\log_{৩} (৬৫৬১ \times ৭২৯)\) সরলীকরণ করুন।,১৩,১২,১১,১৪,D,\(\log_{৩} (৬৫৬১ \times ৭২৯) = \log_{৩} ৬৫৬১ + \log_{৩} ৭২৯ = ৮ + ৬ = ১৪\)।,৯
লগারিদমিক পদ্ধতি,149,\(\log_{১০} ০.০০০০০০৮৯\) এর মান কী?,−৭,−৬,−৮,০,A,"০.০০০০৮৯ = ৮.৯ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৫
সূচক,150,(৫⁷ \times ৫⁻⁵) সরলীকরণ করুন।,৫²,৫¹২,১/৫⁷,৫¹,A,৫⁷ \times ৫⁻⁵ = ৫^(৭-৫) = ৫²।,২
লগারিদম,151,\(\log_{১০} (\frac{১০০০০০}{১০০০০})\) সরলীকরণ করুন।,১,২,৩,০,A,\(\log_{১০} (\frac{১০০০০০}{১০০০০}) = \log_{১০} ১০০০০০ - \log_{১০} ১০০০০ = ৫ - ৪ = ১\)।,৬
লগারিদমিক পদ্ধতি,152,\(\log_{১০} ১২৩৪.৫৬৭৮\) এর মান কী?,৩,২,৪,১,A,"১২৩৪.৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",৮
সূচক,153,প্রমাণ করুন (৬⁷ \times ৬^n) / ৬^(n+৫) = ৬²।,৬^n,৬⁷,৬²,৬¹,C,(৬⁷ \times ৬^n) / ৬^(n+৫) = ৬^(৭+n-(n+৫)) = ৬^(৭+n-n-৫) = ৬²।,১০
লগারিদম,154,\(\log_{৫} (৬২৫²)\) কী?,৮,৪,১২,৬,A,\(\log_{৫} (৬২৫²) = ২ \times \log_{৫} ৬২৫ = ২ \times ৪ = ৮\)।,৪
লগারিদমিক পদ্ধতি,155,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",৩
সূচক,156,(৩⁹ \times ৩⁻⁷) সরলীকরণ করুন।,৩²,৩¹,১/৩⁹,৩¹,A,৩⁹ \times ৩⁻⁷ = ৩^(৯-৭) = ৩² = ৯।,৫
লগারিদম,157,\(\log_{২} (\frac{৮১৯২}{১০২৪})\) সরলীকরণ করুন।,৩,৪,৫,২,A,\(\log_{২} (\frac{৮১৯২}{১০২৪}) = \log_{২} ৮১৯২ - \log_{২} ১০২৪ = ১৩ - ১০ = ৩\)।,৭
লগারিদমিক পদ্ধতি,158,\(\log_{১০} ০.০০০০৬৭\) এর মান কী?,−৭,−৬,−৮,০,A,"০.০০০০৬৭ = ৬.৭ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",১
সূচক,159,(৪⁸ \times ৪⁻⁶) সরলীকরণ করুন।,৪²,৪¹৪,১/৪⁸,৪¹,A,৪⁸ \times ৪⁻⁶ = ৪^(৮-৬) = ৪²।,৬
লগারিদম,160,\(\log_{১০} (\frac{১০০০০০}{১০০০})\) সরলীকরণ করুন।,২,১,৩,০,A,\(\log_{১০} (\frac{১০০০০০}{১০০০}) = \log_{১০} ১০০০০০ - \log_{১০} ১০০০ = ৬ - ৪ = ২\)।,৯
লগারিদমিক পদ্ধতি,161,\(\log_{১০} ১২৩৪.৫৬৭৮\) এর মান কী?,৩,২,৪,১,A,"১২৩৪.৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",৫
সূচক,162,প্রমাণ করুন (৪⁵ \times ৪^n) / ৪^(n+৩) = ৪²।,৪^n,৪⁵,৪²,৪¹,C,(৪⁵ \times ৪^n) / ৪^(n+৩) = ৪^(৫+n-(n+৩)) = ৪^(৫+n-n-৩) = ৪²।,২
লগারিদম,163,\(\log_{৩} (৮১ \times ২৪৩)\) সরলীকরণ করুন।,৮,৭,৯,৬,C,\(\log_{৩} (৮১ \times ২৪৩) = \log_{৩} ৮১ + \log_{৩} ২৪৩ = ৪ + ৫ = ৯\)।,৪
লগারিদমিক পদ্ধতি,164,\(\log_{১০} ০.০০০০০০৮৯\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০৮৯ = ৮.৯ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৮
সূচক,165,"(৬⁴ \times ৬	⁻²) সরলীকরণ করুন।",৬²,৬⁶,১/৬⁴,৬¹,A,৬⁴ \times ৬⁻² = ৬^(৪-২) = ৬²।,৬
লগারিদম,166,\(\log_{১০} (\frac{১০০}{১০০})\) সরলীকরণ করুন।,১,০,−১,−২,C,\(\log_{১০} (\frac{১০০}{১০০}) = \log_{১০} ১০০ - \log_{১০} ১০০ = ২ - ৩ = −১\)।,৯
লগারিদমিক পদ্ধতি,167,\(\log_{১০} ১২৩৪.৫৬৭\) এর মান কী?,৪,১,৩,২,C,"১২৩৪.৫৬৭ = ১.২৩৪৫৬৭ \times ১০³, মান = ৪-১ = ৩।",৩
সূচক,168,প্রমাণ করুন (৪⁵ \times ৪^n) / ৪^(n+৩) = ৪²।,৪^n,৪⁵,৪²,৪¹,C,(৪⁵ \times ৪^n) / ৪^(n+৩) = ৪^(৫+n-(n+৩)) = ৪^(৫+n-n-৩) = ৪²।,১০
লগারিদম,169,\(\log_{৫} (২৫³)\) কী?,৬,৩,৯,৪,A,\(\log_{৫} (২৫³) = ৩ \times \log_{৫} ২৫ = ৩ \times ২ = ৬\)।,৫
লগারিদমিক পদ্ধতি,170,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",২
সূচক,171,(৩⁴ / ৩⁵) সরলীকরণ করুন।,৩⁹,১/৩³,৩²,৩⁻¹,D,৩⁴ / ৩⁵ = ৩^(৪-৫) = ৩⁻¹ = \frac{১}{৩}।,৭
লগারিদম,172,\(\log_{৩} (২৭³)\) কী?,৯,৩,১২,৬,A,\(\log_{৩} (২৭³) = ৩ \times \log_{৩} ২৭ = ৩ \times ৩ = ৯\)।,৪
লগারিদমিক পদ্ধতি,173,৩৪৫৬৭৮৯ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৩.৪৫৬৭৮৯ \times ১০⁶,৩৪.৫৬৭৮৯ \times ১০⁵,০.৩৪৫৬৭৮৯ \times ১০⁷,৩.৪৫৬৭৮৯ \times ১০⁵,A,"৩৪৫৬৭৮৯ = ৩.৪৫৬৭৮৯ \times ১০⁶, যেখানে ১ \leq ৩.৪৫৬৭৮৯ < ১০।",৮
সূচক,174,(৫³ \times ৫²) / ৫⁴ সরলীকরণ করুন।,৫⁵,৫²,৫³,৫¹,D,(৫³ \times ৫²) / ৫⁴ = ৫^(৩+২-৪) = ৫¹ = ৫।,৬
লগারিদম,175,\(\log_{২} (২৫৬ \times ৫১২)\) সরলীকরণ করুন।,১৭,১৬,১৮,১৯,A,\(\log_{২} (২৫৬ \times ৫১২) = \log_{২} ২৫৬ + \log_{২} ৫১২ = ৮ + ৯ = ১৭\)।,১
লগারিদমিক পদ্ধতি,176,\(\log_{১০} ০.০০০০৭৮\) এর মান কী?,০,−৫,−৪,−৬,B,"০.০০০০৭৮ = ৭.৮ \times ১০⁻⁵ (৪টি শূন্য), মান = -(৪+১) = −৫।",৯
সূচক,177,"(৪⁴ \times ৪	⁻²) সরলীকরণ করুন।",৪²,৪⁶,১/৪⁴,৪¹,A,৪⁴ \times ৪⁻² = ৪^(৪-২) = ৪²।,৩
লগারিদম,178,\(\log_{৫} (\frac{৬২৫}{১২৫})\) সরলীকরণ করুন।,১,২,৩,০,A,\(\log_{৫} (\frac{৬২৫}{১২৫}) = \log_{৫} ৬২৫ - \log_{৫} ১২৫ = ৪ - ৩ = ১\)।,১০
লগারিদমিক পদ্ধতি,179,০.০০১২৩৪ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩৪ \times ১০⁻⁵,০.১২৩৪ \times ১০⁻⁴,১.২৩৪ \times ১০⁻⁴,০.০১২৩৪ \times ১০⁻⁵,A,"০.০০১২৩৪ = ১.২৩৪ \times ১০⁻⁵, যেখানে ১ \leq ১.২৩৪ < ১০।",৫
সূচক,180,(৬⁵ \times ৬⁻³) সরলীকরণ করুন।,৬²,৬⁸,১/৬⁵,৬¹,A,৬⁵ \times ৬⁻³ = ৬^(৫-৩) = ৬²।,২
লগারিদম,181,\(\log_{১০} (১০০ \times ১০০)\) সরলীকরণ করুন।,৪,৩,৫,২,C,\(\log_{১০} (১০০ \times ১০০) = \log_{১০} ১০০ + \log_{১০} ১০০ = ৩ + ২ = ৫\)।,৭
লগারিদমিক পদ্ধতি,182,\(\log_{১০} ৬৭৮.৯০\) এর মান কী?,০,১,২,৩,C,"৬৭৮.৯০ = ৬.৭৮৯০ \times ১০², মান = ৩-১ = ২।",১০
সূচক,183,প্রমাণ করুন (২⁶ \times ২^n) / ২^(n+৪) = ২²।,২^n,২⁶,২²,২¹,C,(২⁶ \times ২^n) / ২^(n+৪) = ২^(৬+n-(n+৪)) = ২^(৬+n-n-৪) = ২²।,৮
লগারিদম,184,\(\log_{৪} (৬৪ \times ২৫৬)\) কী?,৬,৫,৭,৪,C,\(\log_{৪} (৬৪ \times ২৫৬) = \log_{৪} ৬৪ + \log_{৪} ২৫৬ = ৩ + ৪ = ৭\)।,৪
লগারিদমিক পদ্ধতি,185,৪৫৬৭৮৯০১ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৪.৫৬৭৮৯০১ \times ১০⁷,৪৫.৬৭৮৯০১ \times ১০⁶,০.৪৫৬৭৮৯০১ \times ১০⁸,৪.৫৬৭৮৯০১ \times ১০⁶,A,"৪৫৬৭৮৯০১ = ৪.৫৬৭৮৯০১ \times ১০⁷, যেখানে ১ \leq ৪.৫৬৭৮৯০১ < ১০।",৬
সূচক,186,(৩⁶ \times ৩⁻⁴) সরলীকরণ করুন।,৩²,৩¹,১/৩⁶,৩¹,A,৩⁶ \times ৩⁻⁴ = ৩^(৬-৪) = ৩²।,১
লগারিদম,187,\(\log_{২} (\frac{১০২৪}{১২৮})\) সরলীকরণ করুন।,৩,৪,৫,২,A,\(\log_{২} (\frac{১০২৪}{১২৮}) = \log_{২} ১০২৪ - \log_{২} ১২৮ = ১০ - ৭ = ৩\)।,৯
লগারিদমিক পদ্ধতি,188,\(\log_{১০} ০.০০০০০০২৩\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০২৩ = ২.৩ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৫
সূচক,189,(৫⁶ \times ৫⁻⁴) সরলীকরণ করুন।,৫²,৫¹,১/৫⁶,৫¹,A,৫⁶ \times ৫⁻⁴ = ৫^(৬-৪) = ৫²।,২
লগারিদম,190,\(\log_{১০} (\frac{১০০০}{১০০})\) সরলীকরণ করুন।,৪,৩,২,১,B,\(\log_{১০} (\frac{১০০০}{১০০}) = \log_{১০} ১০০০ - \log_{১০} ১০০ = ৫ - ২ = ৩\)।,৭
লগারিদমিক পদ্ধতি,191,\(\log_{১০} ১২৩৪.৫৬৭৮\) এর মান কী?,৩,২,৪,১,A,"১২৩৪.৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",১০
সূচক,192,প্রমাণ করুন (৪⁴ \times ৪^n) / ৪^(n+২) = ৪²।,৪^n,৪⁴,৪²,৪¹,C,(৪⁴ \times ৪^n) / ৪^(n+২) = ৪^(৪+n-(n+২)) = ৪^(৪+n-n-২) = ৪²।,৮
লগারিদম,193,\(\log_{৫} (১২৫²)\) কী?,৬,৩,৯,৪,A,\(\log_{৫} (১২৫²) = ২ \times \log_{৫} ১২৫ = ২ \times ৩ = ৬\)।,৪
লগারিদমিক পদ্ধতি,194,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",৬
সূচক,195,(২⁴ \times ২³ \times ২⁻⁵) সরলীকরণ করুন।,২²,২³,২⁴,২¹,A,২⁴ \times ২³ \times ২⁻⁵ = ২^(৪+৩-৫) = ২² = ৪।,১
লগারিদম,196,\(\log_{৩} (৭২৯ \times ২৪৩)\) সরলীকরণ করুন।,১১,১০,৯,১২,A,\(\log_{৩} (৭২৯ \times ২৪৩) = \log_{৩} ৭২৯ + \log_{৩} ২৪৩ = ৬ + ৫ = ১১\)।,৯
লগারিদমিক পদ্ধতি,197,\(\log_{১০} ০.০০০০০০৪৫\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০৪৫ = ৪.৫ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৫
সূচক,198,(৬⁵ \times ৬⁻³) সরলীকরণ করুন।,৬²,৬⁸,১/৬⁵,৬¹,A,৬⁵ \times ৬⁻³ = ৬^(৫-৩) = ৬²।,২
লগারিদম,199,\(\log_{১০} (\frac{১০০}{১০০})\) সরলীকরণ করুন।,১,০,−১,−২,C,\(\log_{১০} (\frac{১০০}{১০০}) = \log_{১০} ১০০ - \log_{১০} ১০০ = ২ - ৩ = −১\)।,৭
লগারিদমিক পদ্ধতি,200,\(\log_{১০} ১২৩৪.৫৬৭\) এর মান কী?,৪,১,৩,২,C,"১২৩৪.৫৬৭ = ১.২৩৪৫৬৭ \times ১০³, মান = ৪-১ = ৩।",১০
সূচক,201,প্রমাণ করুন (৩⁶ \times ৩^n) / ৩^(n+৪) = ৩²।,৩^n,৩⁶,৩²,৩¹,C,(৩⁶ \times ৩^n) / ৩^(n+৪) = ৩^(৬+n-(n+৪)) = ৩^(৬+n-n-৪) = ৩²।,৮
লগারিদম,202,\(\log_{৫} (২৫⁴)\) কী?,৮,৪,১২,৬,A,\(\log_{৫} (২৫⁴) = ৪ \times \log_{৫} ২৫ = ৪ \times ২ = ৮\)।,৪
লগারিদমিক পদ্ধতি,203,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",৬
সূচক,204,(৪³ \times ৪²) / ৪⁴ সরলীকরণ করুন।,৪²,৪³,৪⁴,৪¹,D,(৪³ \times ৪²) / ৪⁴ = ৪^(৩+২-৪) = ৪¹ = ৪।,১
লগারিদম,205,\(\log_{২} (৫১২ \times ১০২৪)\) সরলীকরণ করুন।,১৯,১৮,১৭,২০,A,\(\log_{২} (৫১২ \times ১০২৪) = \log_{২} ৫১২ + \log_{২} ১০২৪ = ৯ + ১০ = ১৯\)।,৯
লগারিদমিক পদ্ধতি,206,\(\log_{১০} ০.০০৫৬\) এর মান কী?,০,−৫,−৪,−৬,B,"০.০০৫৬ = ৫.৬ \times ১০⁻⁵ (৪টি শূন্য), মান = -(৪+১) = −৫।",৫
সূচক,207,(৫⁵ \times ৫⁻³) সরলীকরণ করুন।,৫²,৫⁸,১/৫⁵,৫¹,A,৫⁵ \times ৫⁻³ = ৫^(৫-৩) = ৫²।,২
লগারিদম,208,\(\log_{৫} (\frac{৬২৫}{১২৫})\) সরলীকরণ করুন।,১,২,৩,০,A,\(\log_{৫} (\frac{৬২৫}{১২৫}) = \log_{৫} ৬২৫ - \log_{৫} ১২৫ = ৪ - ৩ = ১\)।,৭
