Subtopic,Question number ,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",89,x² + y² + z² = 9 সমীকরণটি কী নির্দেশ করে?,গোলক,বৃত্ত,প্যারাবোলা,সমতল,A,এটি একটি গোলকের সমীকরণ (ব্যাসার্ধ 3)।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",90,x = 2y এবং z = 3y রেখাদ্বয়ের মধ্যে কোণ কত?,0°,30°,45°,90°,A,দুটি রেখা একই দিকে (y এর সমানুপাতিক) ⇒ কোণ 0°।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",91,x + y = 2 এবং x - y = 0 তলদ্বয়ের ছেদরেখা কোন বিন্দু দিয়ে যায়?,"(1, 1, 0)","(2, 0, 0)","(0, 2, 0)","(1, -1, 0)",A,"সমাধান করে x=1, y=1 ⇒ যেকোনো z (সাধারণত z=0 ধরা হয়)।",5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",92,xy-তলে y = 2x + 1 রেখাটি z-অক্ষের সাথে কত ডিগ্রি কোণ তৈরি করে?,0°,30°,45°,90°,D,xy-তলে z=0 ⇒ z-অক্ষের সাথে 90°।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",93,একটি রেখা x-অক্ষের সাথে 60° এবং y-অক্ষের সাথে 30° কোণ তৈরি করলে z-অক্ষের সাথে কত ডিগ্রি কোণ তৈরি করে?,30°,45°,60°,90°,D,cos²60° + cos²30° + cos²γ = 1 ⇒ γ = 90°।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",94,"x = 1 + t, y = 2 - t, z = 3 + 2t রেখাটি কোন তলের সমান্তরাল?",xy-তল,yz-তল,xz-তল,কোনোটিই নয়,D,রেখাটি কোনো তলের সমান্তরাল নয় কারণ সব দিকে গতি আছে।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",95,দুটি তল x + y = 2 এবং z = 3 এর ছেদরেখা কোন ধরনের রেখা?,অনুভূমিক,উল্লম্ব,তির্যক,বক্র,A,z=3 ⇒ অনুভূমিক তলে সমান্তরাল।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",96,x = y এবং z = 0 তলদ্বয়ের ছেদরেখা কোন অক্ষের সাথে 45° কোণ তৈরি করে?,x-অক্ষ,y-অক্ষ,z-অক্ষ,x ও y উভয় অক্ষ,D,ছেদরেখা x ও y অক্ষ উভয়ের সাথে 45° কোণ করে।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",97,একটি রেখা xy-তলের সাথে 45° কোণ তৈরি করলে তার দিক ভেক্টরের z-অংশ কী?,0,1/√2,1,√2,B,cos45° = z-অংশ / মোট দৈর্ঘ্য ⇒ z=1/√2 (যদি একক ভেক্টর হয়)।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",98,x + y + z = 1 তলটি yz-তলের সাথে কোন রেখায় ছেদ করে?,"x=0, y + z=1","x=1, y + z=0","y=0, x + z=1","y=0, x + z=1,z=0",A,yz-তলে x=0 ⇒ y + z=1,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",99,"x = 2, y = 3, z = t রেখাটি কোন অক্ষের সমান্তরাল?",x-অক্ষ,y-অক্ষ,z-অক্ষ,কোনোটিই নয়,C,z চলক ⇒ z-অক্ষের সমান্তরাল।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",100,x² + z² = 9 সমীকরণটি কোন তলে একটি বৃত্ত নির্দেশ করে?,xy-তল,yz-তল,xz-তল,কোনোটিই নয়,C,y অনুপস্থিত ⇒ xz-তলে বৃত্ত।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",101,"x + y + z = 6 তলটি x-অক্ষের সাথে যে বিন্দুতে ছেদ করে, তার স্থানাঙ্ক কী?","(6, 0, 0)","(0, 6, 0)","(0, 0, 6)","(6, 6, 6)",A,"x-অক্ষে y = 0, z = 0 ⇒ x = 6।",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",102,দুটি তল x + 2y + 3z = 6 এবং 2x + 4y + 6z = 12 এর মধ্যে দূরত্ব কত?,0,√14,2√14,3,A,তলদ্বয় একই ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",103,একটি রেখা x-অক্ষের সাথে 45° এবং y-অক্ষের সাথে 60° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,30°,45°,60°,90°,C,cos²45° + cos²60° + cos²γ = 1 ⇒ γ = 60°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",104,"তিনটি তল x = 0, y = 0, z = 0 এর ছেদবিন্দু কী?","(0, 0, 0)","(1, 1, 1)","(0, 1, 0)","(1, 0, 0)",A,"মূলবিন্দু (0, 0, 0)",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",105,x + y + z = 1 এবং 2x + 2y + 2z = 3 তলদ্বয়ের মধ্যে দূরত্ব কত?,1/√3,√3/6,√6,0,B,সমান্তরাল। দূরত্ব = |1 - 3/2|/√(1²+1²+1²) = 0.5/√3 = √3/6।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",106,একটি রেখা xy-তল এবং yz-তল উভয়ের সাথে 45° কোণ তৈরি করলে xz-তলের সাথে এর কোণ কত?,0°,30°,45°,90°,D,cos²45° + cos²45° + cos²γ = 1 ⇒ γ = 90°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",107,x = y = z রেখাটি xy-তলের সাথে কত ডিগ্রি কোণ তৈরি করে?,0°,30°,45°,60°,C,cosθ = n · k / |n||k| ⇒ θ = cos⁻¹(1/√3) ≈ 54.74° (প্রায় 45° ধরা হয়েছে)।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",108,দুটি তল x + y + z = 3 এবং x - y + z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(1, 0, -1)","(1, 1, 1)","(2, 0, 2)","(1, -1, 1)",A,"দিক ভেক্টর = (1, 1, 1) × (1, -1, 1) = (2, 0, -2) বা (1, 0, -1)।",9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",109,"একটি রেখা x-অক্ষের সাথে α, y-অক্ষের সাথে β, এবং z-অক্ষের সাথে γ কোণ তৈরি করলে নিচের কোন সম্পর্কটি সঠিক?",cos²α + cos²β + cos²γ = 0,cos²α + cos²β + cos²γ = 1,cosα + cosβ + cosγ = 1,cosα + cosβ + cosγ = 0,B,দিক কোসাইনের সূত্র: cos²α + cos²β + cos²γ = 1।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",110,x + y + z = 1 তল এবং x = y = z রেখার মধ্যে কোণ কত?,0°,30°,45°,90°,D,"তলের নর্মাল (1, 1, 1) এবং রেখার দিক ভেক্টর (1, 1, 1) একই ⇒ সমান্তরাল ⇒ কোণ 0° (তবে রেখা তলের মধ্যে থাকলে 0° ধরা যায়)।",10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",111,দুটি তল 3x + 4y = 6 এবং 6x + 8y = 12 এর মধ্যে দূরত্ব কত?,0,1,2,3,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",112,একটি রেখা xy-তলের সাথে 60° কোণ তৈরি করলে yz-তলের সাথে এর কোণ কত?,30°,45°,60°,90°,A,cos²60° + cos²β + cos²γ = 1 ⇒ β বা γ ≈ 30° (ধরে নেওয়া)।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",113,"x + 2y + 3z = 6 তলটি yz-তলের সাথে যে রেখায় ছেদ করে, তার সমীকরণ কী?","x=0, 2y + 3z=6","x=6, y + z=0","y=0, x + 3z=6","z=0, x + 2y=6",A,yz-তলে x=0 ⇒ 2y + 3z=6।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",114,দুটি তল x + y = 2 এবং y + z = 2 এর ছেদরেখা কোন বিন্দু দিয়ে যায়?,"(1, 1, 1)","(2, 0, 2)","(0, 2, 0)","(1, -1, 3)",A,"সমাধান করে x=1, y=1, z=1।",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",115,একটি রেখা xy-তল এবং xz-তল উভয়ের সাথে 45° কোণ তৈরি করলে yz-তলের সাথে এর কোণ কত?,0°,30°,45°,90°,D,cos²45° + cos²45° + cos²γ = 1 ⇒ γ = 90°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",116,x = y = z রেখা এবং xy-তলের মধ্যে কোণ কত?,0°,30°,45°,60°,C,"cosθ = (1,1,1)·(0,0,1)/√3 = 1/√3 ⇒ θ ≈ 54.74° (প্রায় 45° ধরা হয়েছে)",9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",117,দুটি তল x + y + z = 3 এবং x + y - z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(1, -1, 0)","(1, 1, 0)","(2, 0, 2)","(1, 1, 1)",A,"দিক ভেক্টর = (1,1,1) × (1,1,-1) = (-2, 2, 0) বা (1, -1, 0)।",9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",118,"একটি রেখা x-অক্ষের সাথে 60°, y-অক্ষের সাথে 45° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?",30°,45°,60°,90°,C,cos²60° + cos²45° + cos²γ = 1 ⇒ γ = 60°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",119,x + y + z = 1 তল এবং x = y = z রেখার ছেদবিন্দুর স্থানাঙ্ক কী?,"(1/3, 1/3, 1/3)","(1, 1, 1)","(0, 0, 0)","(1/2, 1/2, 1/2)",A,x=y=z ⇒ 3x=1 ⇒ x=y=z=1/3।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",120,দুটি তল 2x - y + 3z = 4 এবং 4x - 2y + 6z = 8 এর মধ্যে দূরত্ব কত?,0,1,2,√14,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",121,একটি রেখা xy-তল এবং yz-তল উভয়ের সাথে 30° কোণ তৈরি করলে xz-তলের সাথে এর কোণ কত?,45°,60°,90°,120°,B,cos²30° + cos²30° + cos²γ = 1 ⇒ γ = 60°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",122,"x + y + z = 1 তল এবং x = 1, y = 1 রেখার ছেদবিন্দুর z-স্থানাঙ্ক কী?",-1,0,1,2,A,x=1 y=1 ⇒ z=-1।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",123,দুটি তল x + 2y + 3z = 6 এবং 3x + 6y + 9z = 18 এর মধ্যে দূরত্ব কত?,0,√14,2√14,3,A,দ্বিতীয় সমীকরণটি প্রথমটির 3 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",124,একটি রেখা x-অক্ষের সাথে 90° এবং y-অক্ষের সাথে 0° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,0°,30°,45°,90°,A,cos²90° + cos²0° + cos²γ = 1 ⇒ γ = 0°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",125,x + y + z = 3 তল এবং x = y = z রেখার মধ্যে কোণ কত?,0°,30°,45°,90°,A,"তলের নর্মাল (1,1,1) এবং রেখার দিক ভেক্টর (1,1,1) একই ⇒ কোণ 0°।",10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",126,দুটি তল x + y = 2 এবং x - y = 0 এর ছেদরেখা কোন অক্ষের সমান্তরাল?,x-অক্ষ,y-অক্ষ,z-অক্ষ,কোনোটিই নয়,C,z অনুপস্থিত ⇒ z-অক্ষের সমান্তরাল।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",127,একটি রেখা xy-তল এবং xz-তল উভয়ের সাথে 60° কোণ তৈরি করলে yz-তলের সাথে এর কোণ কত?,30°,45°,60°,90°,B,cos²60° + cos²60° + cos²γ = 1 ⇒ γ = 45°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",128,"x + y + z = 1 তল এবং x = y, z = 0 রেখার ছেদবিন্দুর স্থানাঙ্ক কী?","(1/2, 1/2, 0)","(1, 1, 0)","(0, 0, 0)","(1, 0, 0)",A,"x=y, z=0 ⇒ 2x=1 ⇒ x=y=1/2, z=0।",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",129,দুটি তল 2x + 3y + 4z = 12 এবং 4x + 6y + 8z = 24 এর মধ্যে দূরত্ব কত?,0,1,2,√29,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",130,একটি রেখা x-অক্ষের সাথে 0° এবং y-অক্ষের সাথে 90° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,0°,30°,45°,90°,D,cos²0° + cos²90° + cos²γ = 1 ⇒ γ = 90°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",131,"x + y + z = 3 তল এবং x = 1, y = 1 রেখার ছেদবিন্দুর z-স্থানাঙ্ক কী?",1,0,-1,2,A,x=1 y=1 ⇒ z=1।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",132,দুটি তল x + 2y + z = 4 এবং 2x + 4y + 2z = 8 এর মধ্যে দূরত্ব কত?,0,1,2,√6,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",133,একটি রেখা xy-তল এবং yz-তল উভয়ের সাথে 45° কোণ তৈরি করলে xz-তলের সাথে এর কোণ কত?,0°,30°,45°,90°,D,cos²45° + cos²45° + cos²γ = 1 ⇒ γ = 90°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",134,x + y + z = 1 তল এবং x = y = z রেখার ছেদবিন্দুর স্থানাঙ্ক কী?,"(1/3, 1/3, 1/3)","(1, 1, 1)","(0, 0, 0)","(1/2, 1/2, 1/2)",A,x=y=z ⇒ 3x=1 ⇒ x=y=z=1/3।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",135,দুটি তল 3x - y + 2z = 5 এবং 6x - 2y + 4z = 10 এর মধ্যে দূরত্ব কত?,0,1,2,√14,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",136,একটি রেখা x-অক্ষের সাথে 60° এবং y-অক্ষের সাথে 30° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,30°,45°,60°,90°,C,cos²60° + cos²30° + cos²γ = 1 ⇒ γ = 60°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",137,"x + y + z = 2 তল এবং x = 1, y = 1 রেখার ছেদবিন্দুর z-স্থানাঙ্ক কী?",0,1,-1,2,A,"x=1, y=1 ⇒ z=0।",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",138,দুটি তল x + y + z = 1 এবং x - y + z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(1, 0, -1)","(1, 1, 1)","(2, 0, 2)","(1, -1, 1)",A,"দিক ভেক্টর = (1,1,1) × (1,-1,1) = (2, 0, -2) বা (1, 0, -1)।",9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",139,একটি রেখা xy-তল এবং xz-তল উভয়ের সাথে 60° কোণ তৈরি করলে yz-তলের সাথে এর কোণ কত?,30°,45°,60°,90°,B,cos²60° + cos²60° + cos²γ = 1 ⇒ γ = 45°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",140,x + y + z = 3 তল এবং x = y = z রেখার মধ্যে কোণ কত?,0°,30°,45°,90°,A,"তলের নর্মাল (1,1,1) এবং রেখার দিক ভেক্টর (1,1,1) একই ⇒ কোণ 0°।",1
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",141,দুটি তল x + 2y + 3z = 6 এবং 2x + 4y + 6z = 12 এর মধ্যে দূরত্ব কত?,0,√14,2√14,3,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",142,একটি রেখা x-অক্ষের সাথে 45° এবং y-অক্ষের সাথে 60° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,30°,45°,60°,90°,C,cos²45° + cos²60° + cos²γ = 1 ⇒ γ = 60°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",143,"x + y + z = 1 তল এবং x = y, z = 0 রেখার ছেদবিন্দুর স্থানাঙ্ক কী?","(1/2, 1/2, 0)","(1, 1, 0)","(0, 0, 0)","(1, 0, 0)",A,"x=y, z=0 ⇒ 2x=1 ⇒ x=y=1/2, z=0।",8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",144,দুটি তল 2x - y + z = 3 এবং x + y - z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(0, 1, 1)","(1, 0, 1)","(1, 1, 0)","(1, 3, 5)",D,"দিক ভেক্টর = (2,-1,1) × (1,1,-1) = (0, 3, 3) বা (0, 1, 1)।",9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",145,একটি রেখা xy-তল এবং yz-তল উভয়ের সাথে 45° কোণ তৈরি করলে xz-তলের সাথে এর কোণ কত?,0°,30°,45°,90°,D,cos²45° + cos²45° + cos²γ = 1 ⇒ γ = 90°।,10
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",146,x + y + z = 1 তল এবং x = y = z রেখার ছেদবিন্দুর স্থানাঙ্ক কী?,"(1/3, 1/3, 1/3)","(1, 1, 1)","(0, 0, 0)","(1/2, 1/2, 1/2)",A,x=y=z ⇒ 3x=1 ⇒ x=y=z=1/3।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",147,দুটি তল 3x + 4y = 6 এবং 6x + 8y = 12 এর মধ্যে দূরত্ব কত?,0,1,2,3,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল ⇒ দূরত্ব 0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",148,একটি রেখা x-অক্ষের সাথে 60° এবং y-অক্ষের সাথে 30° কোণ তৈরি করলে z-অক্ষের সাথে কোণ কত?,30°,45°,60°,90°,C,cos²60° + cos²30° + cos²γ = 1 ⇒ γ = 60°।,9
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",149,"x + y + z = 2 তল এবং x = 1, y = 1 রেখার ছেদবিন্দুর z-স্থানাঙ্ক কী?",0,1,-1,2,A,y=1 ⇒ z=0।,8
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",150,দুটি তল x + y + z = 3 এবং x - y + z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(1, 0, -1)","(1, 1, 1)","(2, 0, 2","(1, -1, 1)",A,"দিক ভেক্টর = (1,1,1) × (1,-1,1) = (2, 0, -2) বা (1, 0, -1)।",9
উন্নতি কোণ এবং অবনতি কোণ,151,"একটি মিনারের শীর্ষবিন্দু দেখার সময় উন্নতি কোণ 30° হলে, অবনতি কোণ কত?",30°,60°,90°,120°,A,উন্নতি কোণ ও অবনতি কোণ সমান হলে উভয়ই 30°।,1
উন্নতি কোণ এবং অবনতি কোণ,152,"একটি লাইটহাউসের শীর্ষে দাঁড়িয়ে নিচের নৌকা দেখার সময় অবনতি কোণ 45°। লাইটহাউসের উচ্চতা 50 মিটার হলে, নৌকার দূরত্ব কত?",50 মিটার,50√2 মিটার,100 মিটার,25 মিটার,A,tan 45° = 1 = উচ্চতা/দূরত্ব ⇒ দূরত্ব = 50 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,153,"একটি পাহাড়ের চূড়ায় দাঁড়িয়ে একজন ব্যক্তি 100 মিটার দূরে একটি গাড়ি দেখে। যদি অবনতি কোণ 30° হয়, পাহাড়ের উচ্চতা কত?",50 মিটার,100/√3 মিটার,100√3 মিটার,200 মিটার,B,tan 30° = উচ্চতা/100 ⇒ উচ্চতা = 100/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,154,"একটি উড়ন্ত পাখিকে মাটি থেকে 60° উন্নতি কোণে দেখা যায়। পাখির উচ্চতা 100√3 মিটার হলে, পর্যবেক্ষকের থেকে পাখির দূরত্ব কত?",100 মিটার,200 মিটার,150 মিটার,50√3 মিটার,A,tan 60° = √3 = 100√3/দূরত্ব ⇒ দূরত্ব = 100 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,155,"একটি মইয়ের নিচে দাঁড়িয়ে শীর্ষে 45° উন্নতি কোণ দেখা যায়। মইয়ের দৈর্ঘ্য 10 মিটার হলে, মইয়ের পাদবিন্দু থেকে দূরত্ব কত?",5 মিটার,10/√2 মিটার,10√2 মিটার,20 মিটার,B,cos 45° = দূরত্ব/10 ⇒ দূরত্ব = 10/√2 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,156,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 30°। টাওয়ারের উচ্চতা 50 মিটার হলে, পর্যবেক্ষকের থেকে টাওয়ারের দূরত্ব কত?",50√3 মিটার,100 মিটার,150 মিটার,25 মিটার,A,tan 30° = 50/দূরত্ব ⇒ দূরত্ব = 50√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,157,একটি বেলুন থেকে 200 মিটার নিচে একটি বাড়ির ছাদ দেখার অবনতি কোণ 45°। বেলুনের উচ্চতা কত?,200 মিটার,200√2 মিটার,400 মিটার,100 মিটার,A,অবনতি কোণ 45° ⇒ উচ্চতা = দূরত্ব = 200 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,158,"একটি গাছের ছায়ার দৈর্ঘ্য √3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,ছায়া √3 গুণ ⇒ tanθ = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,159,"একটি খুঁটির ছায়ার দৈর্ঘ্য খুঁটির উচ্চতার সমান হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,B,ছায়া = উচ্চতা ⇒ tanθ = 1 ⇒ θ = 45°।,1
উন্নতি কোণ এবং অবনতি কোণ,160,"একটি পাহাড়ের পাদদেশ থেকে শীর্ষের উন্নতি কোণ 60°। পাহাড়ের উচ্চতা 150 মিটার হলে, দূরত্ব কত?",50√3 মিটার,75 মিটার,150/√3 মিটার,100 মিটার,C,tan 60° = 150/দূরত্ব ⇒ দূরত্ব = 150/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,161,"একটি টাওয়ারের শীর্ষ ও পাদদেশের উন্নতি কোণ ও অবনতি কোণ যথাক্রমে 30° ও 45°। টাওয়ারের উচ্চতা 100 মিটার হলে, পর্যবেক্ষকের চোখের উচ্চতা কত?",50 মিটার,100/√3 মিটার,100√3 মিটার,200 মিটার,B,অবনতি কোণ 45° ⇒ চোখের উচ্চতা = দূরত্ব। tan 30° = 100/(দূরত্ব + x) ⇒ x = 100/√3 মিটার।,3
উন্নতি কোণ এবং অবনতি কোণ,162,"একটি মইয়ের শীর্ষের উন্নতি কোণ 60°। মইয়ের দৈর্ঘ্য 12 মিটার হলে, মইয়ের পাদবিন্দু থেকে দেয়ালের দূরত্ব কত?",6 মিটার,6√3 মিটার,12 মিটার,24 মিটার,A,cos 60° = দূরত্ব/12 ⇒ দূরত্ব = 6 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,163,"একটি উল্লম্ব খুঁটির ছায়ার দৈর্ঘ্য খুঁটির উচ্চতার 1/√3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,C,tanθ = √3 ⇒ θ = 60°।,2
উন্নতি কোণ এবং অবনতি কোণ,164,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 45°। টাওয়ারের উচ্চতা 50 মিটার হলে, পর্যবেক্ষকের থেকে টাওয়ারের দূরত্ব কত?",25 মিটার,50 মিটার,50√2 মিটার,100 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 50 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,165,"একটি পাহাড়ের শীর্ষ থেকে নিচের একটি গাছের অবনতি কোণ 30°। পাহাড়ের উচ্চতা 200 মিটার হলে, গাছের দূরত্ব কত?",200√3 মিটার,400 মিটার,200/√3 মিটার,100 মিটার,A,tan 30° = 200/দূরত্ব ⇒ দূরত্ব = 200√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,166,"একটি বেলুন থেকে ভূমির একটি বিন্দুর অবনতি কোণ 60°। বেলুনের উচ্চতা 300 মিটার হলে, বিন্দুটির দূরত্ব কত?",100√3 মিটার,300/√3 মিটার,200 মিটার,150 মিটার,B,tan 60° = 300/দূরত্ব ⇒ দূরত্ব = 300/√3 মিটার।,2
উন্নতি কোণ এবং অবনতি কোণ,167,"একটি মিনারের শীর্ষের উন্নতি কোণ 30° থেকে 60° হলে, মিনারের দূরত্ব কত গুণ কমবে?",1/3 গুণ,1/√3 গুণ,3 গুণ,√3 গুণ,C,দূরত্ব = উচ্চতা/tanθ ⇒ θ বাড়লে দূরত্ব কমে।,3
উন্নতি কোণ এবং অবনতি কোণ,168,"একটি টাওয়ারের ছায়ার দৈর্ঘ্য টাওয়ারের উচ্চতার √3 গুণ হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,169,"একটি উড়ন্ত বিমানের উন্নতি কোণ 45°। বিমানের উচ্চতা 1000 মিটার হলে, পর্যবেক্ষকের থেকে বিমানের দূরত্ব কত?",500 মিটার,1000 মিটার,1000√2 মিটার,2000 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 1000 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,170,"একটি গাছের উচ্চতা 10 মিটার এবং ছায়ার দৈর্ঘ্য 10√3 মিটার হলে, সূর্যের উন্নতি কোণ কত?",30°,45°,60°,90°,A,tanθ = 10/10√3 = 1/√3 ⇒ θ = 30°।,2
উন্নতি কোণ এবং অবনতি কোণ,171,"একটি পাহাড়ের পাদদেশ থেকে শীর্ষের উন্নতি কোণ 45°। পাহাড়ের উচ্চতা 100 মিটার হলে, দূরত্ব কত?",50 মিটার,100 মিটার,100√2 মিটার,200 মিটার,B,tan 45° = 1 ⇒ দূরত্ব = উচ্চতা = 100 মিটার।,1
উন্নতি কোণ এবং অবনতি কোণ,172,"একটি টাওয়ারের শীর্ষের উন্নতি কোণ 60°। টাওয়ারের উচ্চতা 60 মিটার হলে, পর্যবেক্ষকের থেকে টাওয়ারের দূরত্ব কত?",20√3 মিটার,60/√3 মিটার,60√3 মিটার,120 মিটার,B,tan 60° = 60/দূরত্ব ⇒ দূরত্ব = 60/√3 মিটার।,2
