Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,81,"ত্রিভুজের তিনটি বাহু 7 সে.মি., 8 সে.মি., এবং 9 সে.মি. হলে ক্ষেত্রফল কত?",26.83 বর্গ সে.মি.,28.83 বর্গ সে.মি.,30.83 বর্গ সে.মি.,32.83 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (7+8+9)/2 = 12, ক্ষেত্রফল = √[12(12-7)(12-8)(12-9)] ≈ 26.83 বর্গ সে.মি.",4
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,82,"(0, 0), (8, 0), (0, 7) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",28 বর্গ একক,24 বর্গ একক,20 বর্গ একক,32 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 8 × 7 = 28 বর্গ একক,4
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,83,একটি সমকোণী ত্রিভুজের কাটা বাহু 5 সে.মি. এবং 12 সে.মি. হলে ক্ষেত্রফল কত?,30 বর্গ সে.মি.,36 বর্গ সে.মি.,24 বর্গ সে.মি.,40 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কাটা বাহু₁ × কাটা বাহু₂ = (1/2) × 5 × 12 = 30 বর্গ সে.মি.,4
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,84,"ত্রিভুজের তিনটি বাহু 6 সে.মি., 8 সে.মি., এবং 10 সে.মি. হলে ক্ষেত্রফল কত?",24 বর্গ সে.মি.,20 বর্গ সে.মি.,28 বর্গ সে.মি.,30 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 6 × 8 = 24 বর্গ সে.মি.",5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,85,"(1, 2), (7, 2), (1, 6) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",12 বর্গ একক,14 বর্গ একক,16 বর্গ একক,18 বর্গ একক,A,"ভূমি = 7-1 = 6, উচ্চতা = 6-2 = 4, ক্ষেত্রফল = (1/2) × 6 × 4 = 12 বর্গ একক",5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,86,একটি ত্রিভুজের ক্ষেত্রফল 36 বর্গ সে.মি. এবং ভূমি 12 সে.মি. হলে উচ্চতা কত?,6 সে.মি.,7 সে.মি.,8 সে.মি.,9 সে.মি.,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা → 36 = (1/2) × 12 × উচ্চতা → উচ্চতা = 6 সে.মি.,5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,87,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 36√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,10 সে.মি.,12 সে.মি.,14 সে.মি.,16 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 36√3 = (√3/4) × বাহু² → বাহু = 12 সে.মি.,5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,88,"(0, 0), (9, 0), (0, 8) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",36 বর্গ একক,32 বর্গ একক,28 বর্গ একক,40 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 9 × 8 = 36 বর্গ একক,5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,89,"ত্রিভুজের তিনটি বাহু 4 সে.মি., 13 সে.মি., এবং 15 সে.মি. হলে ক্ষেত্রফল কত?",24 বর্গ সে.মি.,26 বর্গ সে.মি.,28 বর্গ সে.মি.,30 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (4+13+15)/2 = 16, ক্ষেত্রফল = √[16(16-4)(16-13)(16-15)] = 24 বর্গ সে.মি.",5
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,90,"(2, 3), (8, 3), (2, 8) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",15 বর্গ একক,18 বর্গ একক,21 বর্গ একক,24 বর্গ একক,A,"ভূমি = 8-2 = 6, উচ্চতা = 8-3 = 5, ক্ষেত্রফল = (1/2) × 6 × 5 = 15 বর্গ একক",6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,91,"ত্রিভুজের তিনটি বাহু 9 সে.মি., 12 সে.মি., এবং 15 সে.মি. হলে ক্ষেত্রফল কত?",54 বর্গ সে.মি.,50 বর্গ সে.মি.,48 বর্গ সে.মি.,52 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (9+12+15)/2 = 18, ক্ষেত্রফল = √[18(18-9)(18-12)(18-15)] = 54 বর্গ সে.মি.",6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,92,একটি সমকোণী ত্রিভুজের কাটা বাহু 8 সে.মি. এবং 15 সে.মি. হলে ক্ষেত্রফল কত?,60 বর্গ সে.মি.,64 বর্গ সে.মি.,68 বর্গ সে.মি.,72 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কাটা বাহু₁ × কাটা বাহু₂ = (1/2) × 8 × 15 = 60 বর্গ সে.মি.,6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,93,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 49√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,12 সে.মি.,14 সে.মি.,16 সে.মি.,18 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 49√3 = (√3/4) × বাহু² → বাহু = 14 সে.মি.,6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,94,"(0, 0), (10, 0), (0, 9) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",45 বর্গ একক,40 বর্গ একক,50 বর্গ একক,55 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 10 × 9 = 45 বর্গ একক,6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,95,"ত্রিভুজের তিনটি বাহু 10 সে.মি., 10 সে.মি., এবং 12 সে.মি. হলে ক্ষেত্রফল কত?",48 বর্গ সে.মি.,44 বর্গ সে.মি.,40 বর্গ সে.মি.,36 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (10+10+12)/2 = 16, ক্ষেত্রফল = √[16(16-10)(16-10)(16-12)] = 48 বর্গ সে.মি.",6
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,96,"(3, 4), (9, 4), (3, 10) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",18 বর্গ একক,21 বর্গ একক,24 বর্গ একক,27 বর্গ একক,A,"ভূমি = 9-3 = 6, উচ্চতা = 10-4 = 6, ক্ষেত্রফল = (1/2) × 6 × 6 = 18 বর্গ একক",7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,97,"ত্রিভুজের তিনটি বাহু 5 সে.মি., 12 সে.মি., এবং 13 সে.মি. হলে ক্ষেত্রফল কত?",30 বর্গ সে.মি.,32 বর্গ সে.মি.,34 বর্গ সে.মি.,36 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 5 × 12 = 30 বর্গ সে.মি.",7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,98,একটি ত্রিভুজের ক্ষেত্রফল 48 বর্গ সে.মি. এবং ভূমি 16 সে.মি. হলে উচ্চতা কত?,6 সে.মি.,7 সে.মি.,8 সে.মি.,9 সে.মি.,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা → 48 = (1/2) × 16 × উচ্চতা → উচ্চতা = 6 সে.মি.,7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,99,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 64√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,14 সে.মি.,16 সে.মি.,18 সে.মি.,20 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 64√3 = (√3/4) × বাহু² → বাহু = 16 সে.মি.,7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,100,"(0, 0), (12, 0), (0, 10) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",60 বর্গ একক,55 বর্গ একক,50 বর্গ একক,65 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 12 × 10 = 60 বর্গ একক,7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,101,"ত্রিভুজের তিনটি বাহু 8 সে.মি., 15 সে.মি., এবং 17 সে.মি. হলে ক্ষেত্রফল কত?",60 বর্গ সে.মি.,64 বর্গ সে.মি.,68 বর্গ সে.মি.,72 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (8+15+17)/2 = 20, ক্ষেত্রফল = √[20(20-8)(20-15)(20-17)] = 60 বর্গ সে.মি.",7
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,102,"(4, 5), (10, 5), (4, 12) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",21 বর্গ একক,24 বর্গ একক,27 বর্গ একক,30 বর্গ একক,A,"ভূমি = 10-4 = 6, উচ্চতা = 12-5 = 7, ক্ষেত্রফল = (1/2) × 6 × 7 = 21 বর্গ একক",8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,103,"ত্রিভুজের তিনটি বাহু 7 সে.মি., 24 সে.মি., এবং 25 সে.মি. হলে ক্ষেত্রফল কত?",84 বর্গ সে.মি.,88 বর্গ সে.মি.,92 বর্গ সে.মি.,96 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 7 × 24 = 84 বর্গ সে.মি.",8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,104,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 81√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,16 সে.মি.,18 সে.মি.,20 সে.মি.,22 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 81√3 = (√3/4) × বাহু² → বাহু = 18 সে.মি.,8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,105,"(0, 0), (15, 0), (0, 12) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",90 বর্গ একক,85 বর্গ একক,80 বর্গ একক,95 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 15 × 12 = 90 বর্গ একক,8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,106,"ত্রিভুজের তিনটি বাহু 12 সে.মি., 16 সে.মি., এবং 20 সে.মি. হলে ক্ষেত্রফল কত?",96 বর্গ সে.মি.,92 বর্গ সে.মি.,88 বর্গ সে.মি.,100 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 12 × 16 = 96 বর্গ সে.মি.",8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,107,"(5, 6), (12, 6), (5, 14) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",28 বর্গ একক,32 বর্গ একক,36 বর্গ একক,40 বর্গ একক,A,"ভূমি = 12-5 = 7, উচ্চতা = 14-6 = 8, ক্ষেত্রফল = (1/2) × 7 × 8 = 28 বর্গ একক",8
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,108,"ত্রিভুজের তিনটি বাহু 13 সে.মি., 14 সে.মি., এবং 15 সে.মি. হলে ক্ষেত্রফল কত?",84 বর্গ সে.মি.,80 বর্গ সে.মি.,76 বর্গ সে.মি.,88 বর্গ সে.মি.,A,"হেরনের সূত্র: s = (13+14+15)/2 = 21, ক্ষেত্রফল = √[21(21-13)(21-14)(21-15)] = 84 বর্গ সে.মি.",9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,109,"(6, 7), (14, 7), (6, 16) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",36 বর্গ একক,40 বর্গ একক,44 বর্গ একক,48 বর্গ একক,A,"ভূমি = 14-6 = 8, উচ্চতা = 16-7 = 9, ক্ষেত্রফল = (1/2) × 8 × 9 = 36 বর্গ একক",9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,110,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 100√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,18 সে.মি.,20 সে.মি.,22 সে.মি.,24 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 100√3 = (√3/4) × বাহু² → বাহু = 20 সে.মি.,9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,111,"(0, 0), (18, 0), (0, 15) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",135 বর্গ একক,130 বর্গ একক,125 বর্গ একক,140 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 18 × 15 = 135 বর্গ একক,9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,112,"ত্রিভুজের তিনটি বাহু 9 সে.মি., 40 সে.মি., এবং 41 সে.মি. হলে ক্ষেত্রফল কত?",180 বর্গ সে.মি.,184 বর্গ সে.মি.,188 বর্গ সে.মি.,192 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 9 × 40 = 180 বর্গ সে.মি.",9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,113,"(7, 8), (16, 8), (7, 18) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",45 বর্গ একক,50 বর্গ একক,55 বর্গ একক,60 বর্গ একক,A,"ভূমি = 16-7 = 9, উচ্চতা = 18-8 = 10, ক্ষেত্রফল = (1/2) × 9 × 10 = 45 বর্গ একক",9
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,114,"ত্রিভুজের তিনটি বাহু 15 সে.মি., 20 সে.মি., এবং 25 সে.মি. হলে ক্ষেত্রফল কত?",150 বর্গ সে.মি.,144 বর্গ সে.মি.,138 বর্গ সে.মি.,156 বর্গ সে.মি.,A,"এটি সমকোণী ত্রিভুজ, ক্ষেত্রফল = (1/2) × 15 × 20 = 150 বর্গ সে.মি.",10
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,115,"(8, 9), (18, 9), (8, 20) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",55 বর্গ একক,60 বর্গ একক,65 বর্গ একক,70 বর্গ একক,A,"ভূমি = 18-8 = 10, উচ্চতা = 20-9 = 11, ক্ষেত্রফল = (1/2) × 10 × 11 = 55 বর্গ একক",10
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,116,একটি সমবাহু ত্রিভুজের ক্ষেত্রফল 121√3 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,20 সে.মি.,22 সে.মি.,24 সে.মি.,26 সে.মি.,B,ক্ষেত্রফল = (√3/4) × বাহু² → 121√3 = (√3/4) × বাহু² → বাহু = 22 সে.মি.,10
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,117,"(0, 0), (20, 0), (0, 18) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",180 বর্গ একক,175 বর্গ একক,170 বর্গ একক,185 বর্গ একক,A,ক্ষেত্রফল = (1/2) × ভূমি × উচ্চতা = (1/2) × 20 × 18 = 180 বর্গ একক,10
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,118,"ত্রিভুজের তিনটি বাহু 17 সে.মি., 28 সে.মি., এবং 45 সে.মি. হলে ক্ষেত্রফল কত?",210 বর্গ সে.মি.,220 বর্গ সে.মি.,230 বর্গ সে.মি.,0 বর্গ সে.মি.,D,"হেরনের সূত্র: s = (17+28+45)/2 = 45, ক্ষেত্রফল = √=45(45−17)(45−28)(45−45) =45×28×17×0 = √0 =0 0 বর্গ সে.মি.",10
ত্রিভুজক্ষেত্রের ক্ষেত্রফল,119,"(9, 10), (20, 10), (9, 22) শীর্ষবিন্দুবিশিষ্ট ত্রিভুজের ক্ষেত্রফল কত?",66 বর্গ একক,70 বর্গ একক,74 বর্গ একক,78 বর্গ একক,A,"ভূমি = 20-9 = 11, উচ্চতা = 22-10 = 12, ক্ষেত্রফল = (1/2) × 11 × 12 = 66 বর্গ একক",10
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,120,একটি আয়তক্ষেত্রের দৈর্ঘ্য 8 সে.মি. এবং প্রস্থ 5 সে.মি. হলে এর ক্ষেত্রফল কত?,40 বর্গ সে.মি.,35 বর্গ সে.মি.,30 বর্গ সে.মি.,45 বর্গ সে.মি.,A,ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ = 8 × 5 = 40 বর্গ সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,121,একটি বর্গক্ষেত্রের বাহু 6 সে.মি. হলে এর ক্ষেত্রফল কত?,24 বর্গ সে.মি.,30 বর্গ সে.মি.,36 বর্গ সে.মি.,42 বর্গ সে.মি.,C,ক্ষেত্রফল = বাহু² = 6² = 36 বর্গ সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,122,একটি সমান্তরালিকের ভূমি 10 সে.মি. এবং উচ্চতা 4 সে.মি. হলে ক্ষেত্রফল কত?,40 বর্গ সে.মি.,35 বর্গ সে.মি.,30 বর্গ সে.মি.,45 বর্গ সে.মি.,A,ক্ষেত্রফল = ভূমি × উচ্চতা = 10 × 4 = 40 বর্গ সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,123,একটি আয়তক্ষেত্রের ক্ষেত্রফল 48 বর্গ সে.মি. এবং দৈর্ঘ্য 12 সে.মি. হলে প্রস্থ কত?,4 সে.মি.,5 সে.মি.,6 সে.মি.,7 সে.মি.,A,ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ → 48 = 12 × প্রস্থ → প্রস্থ = 4 সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,124,একটি বর্গক্ষেত্রের ক্ষেত্রফল 64 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,6 সে.মি.,7 সে.মি.,8 সে.মি.,9 সে.মি.,C,ক্ষেত্রফল = বাহু² → 64 = বাহু² → বাহু = 8 সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,125,একটি সমান্তরালিকের ক্ষেত্রফল 50 বর্গ সে.মি. এবং ভূমি 10 সে.মি. হলে উচ্চতা কত?,4 সে.মি.,5 সে.মি.,6 সে.মি.,7 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 50 = 10 × উচ্চতা → উচ্চতা = 5 সে.মি.,1
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,126,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 6 সে.মি. এবং 10 সে.মি., উচ্চতা 4 সে.মি. হলে ক্ষেত্রফল কত?",32 বর্গ সে.মি.,36 বর্গ সে.মি.,40 বর্গ সে.মি.,44 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (6 + 10) × 4 = 32 বর্গ সে.মি.,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,127,একটি রম্বসের ক্ষেত্রফল 24 বর্গ সে.মি. এবং একটি কর্ণ 6 সে.মি. হলে অপর কর্ণ কত?,6 সে.মি.,7 সে.মি.,8 সে.মি.,9 সে.মি.,C,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ → 24 = (1/2) × 6 × কর্ণ₂ → কর্ণ₂ = 8 সে.মি.,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,128,"(0, 0), (4, 0), (4, 3), (0, 3) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",9 বর্গ একক,10 বর্গ একক,12 বর্গ একক,15 বর্গ একক,C,"দৈর্ঘ্য = 4, প্রস্থ = 3, ক্ষেত্রফল = 4 × 3 = 12 বর্গ একক",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,129,একটি বর্গক্ষেত্রের পরিসীমা 24 সে.মি. হলে ক্ষেত্রফল কত?,36 বর্গ সে.মি.,32 বর্গ সে.মি.,40 বর্গ সে.মি.,44 বর্গ সে.মি.,A,"পরিসীমা = 4 × বাহু → 24 = 4 × বাহু → বাহু = 6 সে.মি., ক্ষেত্রফল = 6² = 36 বর্গ সে.মি.",2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,130,"একটি সমান্তরালিকের ভূমি 12 সে.মি., উচ্চতা 5 সে.মি. হলে ক্ষেত্রফল কত?",50 বর্গ সে.মি.,55 বর্গ সে.মি.,60 বর্গ সে.মি.,65 বর্গ সে.মি.,C,ক্ষেত্রফল = ভূমি × উচ্চতা = 12 × 5 = 60 বর্গ সে.মি.,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,131,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 8 সে.মি. এবং 12 সে.মি., উচ্চতা 5 সে.মি. হলে ক্ষেত্রফল কত?",50 বর্গ সে.মি.,55 বর্গ সে.মি.,60 বর্গ সে.মি.,65 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (8 + 12) × 5 = 50 বর্গ সে.মি.,2
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,132,একটি রম্বসের কর্ণ 10 সে.মি. এবং 12 সে.মি. হলে ক্ষেত্রফল কত?,60 বর্গ সে.মি.,65 বর্গ সে.মি.,70 বর্গ সে.মি.,75 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 10 × 12 = 60 বর্গ সে.মি.,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,133,"একটি আয়তক্ষেত্রের দৈর্ঘ্য 15 সে.মি., প্রস্থ 8 সে.মি. হলে ক্ষেত্রফল কত?",100 বর্গ সে.মি.,110 বর্গ সে.মি.,120 বর্গ সে.মি.,130 বর্গ সে.মি.,C,ক্ষেত্রফল = দৈর্ঘ্য × প্রস্থ = 15 × 8 = 120 বর্গ সে.মি.,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,134,"(0, 0), (6, 0), (6, 4), (0, 4) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",20 বর্গ একক,22 বর্গ একক,24 বর্গ একক,26 বর্গ একক,C,"দৈর্ঘ্য = 6, প্রস্থ = 4, ক্ষেত্রফল = 6 × 4 = 24 বর্গ একক",3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,135,একটি বর্গক্ষেত্রের ক্ষেত্রফল 100 বর্গ সে.মি. হলে বাহুর দৈর্ঘ্য কত?,8 সে.মি.,9 সে.মি.,10 সে.মি.,11 সে.মি.,C,ক্ষেত্রফল = বাহু² → 100 = বাহু² → বাহু = 10 সে.মি.,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,136,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 5 সে.মি. এবং 15 সে.মি., উচ্চতা 6 সে.মি. হলে ক্ষেত্রফল কত?",60 বর্গ সে.মি.,65 বর্গ সে.মি.,70 বর্গ সে.মি.,75 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (5 + 15) × 6 = 60 বর্গ সে.মি.,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,137,"একটি সমান্তরালিকের ক্ষেত্রফল 72 বর্গ সে.মি., ভূমি 12 সে.মি. হলে উচ্চতা কত?",5 সে.মি.,6 সে.মি.,7 সে.মি.,8 সে.মি.,B,ক্ষেত্রফল = ভূমি × উচ্চতা → 72 = 12 × উচ্চতা → উচ্চতা = 6 সে.মি.,3
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,138,একটি রম্বসের বাহু 5 সে.মি. এবং একটি কোণ 60° হলে ক্ষেত্রফল কত?,25√3/2 বর্গ সে.মি.,25 বর্গ সে.মি.,25√2 বর্গ সে.মি.,25√3 বর্গ সে.মি.,A,ক্ষেত্রফল = বাহু² × sin(θ) = 5² × sin(60°) = 25 × (√3/2) = 25√3/2 বর্গ সে.মি.,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,139,"(0, 0), (8, 0), (8, 5), (0, 5) শীর্ষবিন্দুবিশিষ্ট আয়তক্ষেত্রের ক্ষেত্রফল কত?",35 বর্গ একক,40 বর্গ একক,45 বর্গ একক,50 বর্গ একক,B,"দৈর্ঘ্য = 8, প্রস্থ = 5, ক্ষেত্রফল = 8 × 5 = 40 বর্গ একক",4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,140,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 7 সে.মি. এবং 13 সে.মি., উচ্চতা 8 সে.মি. হলে ক্ষেত্রফল কত?",80 বর্গ সে.মি.,85 বর্গ সে.মি.,90 বর্গ সে.মি.,95 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (7 + 13) × 8 = 80 বর্গ সে.মি.,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,141,একটি রম্বসের কর্ণ 8 সে.মি. এবং 15 সে.মি. হলে ক্ষেত্রফল কত?,60 বর্গ সে.মি.,65 বর্গ সে.মি.,70 বর্গ সে.মি.,75 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × কর্ণ₁ × কর্ণ₂ = (1/2) × 8 × 15 = 60 বর্গ সে.মি.,4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,142,একটি বর্গক্ষেত্রের পরিসীমা 32 সে.মি. হলে ক্ষেত্রফল কত?,64 বর্গ সে.মি.,68 বর্গ সে.মি.,72 বর্গ সে.মি.,76 বর্গ সে.মি.,A,"পরিসীমা = 4 × বাহু → 32 = 4 × বাহু → বাহু = 8 সে.মি., ক্ষেত্রফল = 8² = 64 বর্গ সে.মি.",4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,143,"(0, 0), (5, 0), (5, 5), (0, 5) শীর্ষবিন্দুবিশিষ্ট বর্গক্ষেত্রের ক্ষেত্রফল কত?",20 বর্গ একক,25 বর্গ একক,30 বর্গ একক,35 বর্গ একক,B,"বাহু = 5, ক্ষেত্রফল = 5² = 25 বর্গ একক",4
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,144,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহু 9 সে.মি. এবং 15 সে.মি., উচ্চতা 10 সে.মি. হলে ক্ষেত্রফল কত?",120 বর্গ সে.মি.,130 বর্গ সে.মি.,140 বর্গ সে.মি.,150 বর্গ সে.মি.,A,ক্ষেত্রফল = (1/2) × (বাহু₁ + বাহু₂) × উচ্চতা = (1/2) × (9 + 15) × 10 = 120 বর্গ সে.মি.,5
চতুর্ভুজক্ষেত্রের ক্ষেত্রফল,145,একটি রম্বসের বাহু 6 সে.মি. এবং একটি কোণ 120° হলে ক্ষেত্রফল কত?,18√3 বর্গ সে.মি.,18 বর্গ সে.মি.,18√2 বর্গ সে.মি.,18/√3 বর্গ সে.মি.,A,ক্ষেত্রফল = বাহু² × sin(θ) = 6² × sin(120°) = 36 × (√3/2) = 18√3 বর্গ সে.মি.,5
